Entity,Month,T-Nature Name,Division Name,Vr. Date,Vr. No.,Item Nature,Item Name,Um,Godown Name,Finished + By Product,Finished Materials,Raw Material Consumed,By Product Received,Store Consumables,Rate,Value Issued,Value Received,Dramt
SA,Apr-25,PRODUCTION,FERRO ALLOYS,08-Apr-25,P225408-001,FINISHED GOODS,Silico Manganese,MT,FINISHED GOODS,22.5,22.5,0,,,0,0,0,0
SA,Apr-25,PRODUCTION,FERRO ALLOYS,08-Apr-25,P225408-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,12.761,,,5213.521,66529.73638,0,66529.73638
SA,Apr-25,PRODUCTION,FERRO ALLOYS,08-Apr-25,P225408-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,9.244,,,725,6701.9,0,6701.9
SA,Apr-25,PRODUCTION,FERRO ALLOYS,08-Apr-25,P225408-001,RAW MATERIAL,MANGANESE ORE,MT,RAW MATERIAL,0,,40.135,,,12587.413,505195.8171,0,505195.8171
SA,Apr-25,PRODUCTION,FERRO ALLOYS,08-Apr-25,P225408-001,RAW MATERIAL,PEARL COKE,MT,RAW MATERIAL,0,,8.14,,,14984.245,121971.7545,0,121971.7545
SA,Apr-25,PRODUCTION,FERRO ALLOYS,08-Apr-25,P225408-001,RAW MATERIAL,QUARTZITE,MT,RAW MATERIAL,0,,1.998,,,1400,2797.2,0,2797.2
SA,Apr-25,POWER PLANT PRODUCTION,POWER PLANT,08-Apr-25,P325408-1,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,400,,,4045.057,1618022.852,0,1618022.852
SA,Apr-25,POWER PLANT PRODUCTION,POWER PLANT,08-Apr-25,P325408-1,RAW MATERIAL,DOLOCHAR -RAW MATERIAL,MT,RAW MATERIAL,0,,50,,,700,35000,0,35000
SA,Apr-25,PRODUCTION,SPONGE IRON,09-Apr-25,P125409-001,BY PRODUCTS,DOLOCHAR BY PRODUCT (650 TDD),MT,BY PRODUCT,13.334,,0,13.334,,0,0,0,0
SA,Apr-25,PRODUCTION,SPONGE IRON,09-Apr-25,P125409-001,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,60.61,60.61,0,,,0,0,0,0
SA,Apr-25,PRODUCTION,SPONGE IRON,09-Apr-25,P125409-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,87.6,,,3937.55,344929.3695,0,344929.3695
SA,Apr-25,PRODUCTION,SPONGE IRON,09-Apr-25,P125409-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,14.4,,,800,11520,0,11520
SA,Apr-25,PRODUCTION,SPONGE IRON,09-Apr-25,P125409-001,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,87.84,,,9557.15,839500.0542,0,839500.0542
SA,Apr-25,PRODUCTION,FERRO ALLOYS,09-Apr-25,P225409-001,FINISHED GOODS,Silico Manganese,MT,FINISHED GOODS,14.05,14.05,0,,,0,0,0,0
SA,Apr-25,PRODUCTION,FERRO ALLOYS,09-Apr-25,P225409-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,8.909,,,5213.521,46447.25503,0,46447.25503
SA,Apr-25,PRODUCTION,FERRO ALLOYS,09-Apr-25,P225409-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,5.88,,,725,4263,0,4263
SA,Apr-25,PRODUCTION,FERRO ALLOYS,09-Apr-25,P225409-001,RAW MATERIAL,MANGANESE ORE,MT,RAW MATERIAL,0,,25.481,,,12587.413,320739.8684,0,320739.8684
SA,Apr-25,PRODUCTION,FERRO ALLOYS,09-Apr-25,P225409-001,RAW MATERIAL,PEARL COKE,MT,RAW MATERIAL,0,,5.091,,,14984.245,76284.7914,0,76284.7914
SA,Apr-25,PRODUCTION,FERRO ALLOYS,09-Apr-25,P225409-001,RAW MATERIAL,QUARTZITE,MT,RAW MATERIAL,0,,1.222,,,1400,1710.8,0,1710.8
SA,Apr-25,POWER PLANT PRODUCTION,POWER PLANT,09-Apr-25,P325409-1,BY PRODUCTS,FLY ASH,MT,BY PRODUCT,500,,0,500,,0,0,0,0
SA,Apr-25,POWER PLANT PRODUCTION,POWER PLANT,09-Apr-25,P325409-2,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,395,,,4020.417,1588064.573,0,1588064.573
SA,Apr-25,POWER PLANT PRODUCTION,POWER PLANT,09-Apr-25,P325409-2,RAW MATERIAL,DOLOCHAR -RAW MATERIAL,MT,RAW MATERIAL,0,,70,,,700,49000,0,49000
SA,Apr-25,PRODUCTION,SPONGE IRON,10-Apr-25,P125410-001,BY PRODUCTS,DOLOCHAR BY PRODUCT (650 TDD),MT,BY PRODUCT,40.7,,0,40.7,,0,0,0,0
SA,Apr-25,PRODUCTION,SPONGE IRON,10-Apr-25,P125410-001,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,185,185,0,,,0,0,0,0
SA,Apr-25,PRODUCTION,SPONGE IRON,10-Apr-25,P125410-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,112.8,,,3937.55,444155.6265,0,444155.6265
SA,Apr-25,PRODUCTION,SPONGE IRON,10-Apr-25,P125410-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,21.6,,,800,17280,0,17280
SA,Apr-25,PRODUCTION,SPONGE IRON,10-Apr-25,P125410-001,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,132.24,,,9557.15,1263837.513,0,1263837.513
SA,Apr-25,PRODUCTION,FERRO ALLOYS,10-Apr-25,P225410-001,FINISHED GOODS,Silico Manganese,MT,FINISHED GOODS,33.1,33.1,0,,,0,0,0,0
SA,Apr-25,PRODUCTION,FERRO ALLOYS,10-Apr-25,P225410-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,18.208,,,5213.521,94927.78308,0,94927.78308
SA,Apr-25,PRODUCTION,FERRO ALLOYS,10-Apr-25,P225410-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,12.586,,,725,9124.85,0,9124.85
SA,Apr-25,PRODUCTION,FERRO ALLOYS,10-Apr-25,P225410-001,RAW MATERIAL,MANGANESE ORE,MT,RAW MATERIAL,0,,54.572,,,12587.413,686920.2973,0,686920.2973
SA,Apr-25,PRODUCTION,FERRO ALLOYS,10-Apr-25,P225410-001,RAW MATERIAL,PEARL COKE,MT,RAW MATERIAL,0,,11.613,,,14984.245,174012.0374,0,174012.0374
SA,Apr-25,PRODUCTION,FERRO ALLOYS,10-Apr-25,P225410-001,RAW MATERIAL,QUARTZITE,MT,RAW MATERIAL,0,,1.801,,,1400,2521.4,0,2521.4
SA,Apr-25,POWER PLANT PRODUCTION,POWER PLANT,10-Apr-25,P325410-1,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,385,,,3998.257,1539328.926,0,1539328.926
SA,Apr-25,POWER PLANT PRODUCTION,POWER PLANT,10-Apr-25,P325410-1,RAW MATERIAL,DOLOCHAR -RAW MATERIAL,MT,RAW MATERIAL,0,,65,,,700,45500,0,45500
SA,Apr-25,PRODUCTION,SPONGE IRON,11-Apr-25,P125411-001,BY PRODUCTS,DOLOCHAR BY PRODUCT (650 TDD),MT,BY PRODUCT,38.075,,0,38.075,,0,0,0,0
SA,Apr-25,PRODUCTION,SPONGE IRON,11-Apr-25,P125411-001,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,173.07,173.07,0,,,0,0,0,0
SA,Apr-25,PRODUCTION,SPONGE IRON,11-Apr-25,P125411-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,110.88,,,3937.55,436595.5307,0,436595.5307
SA,Apr-25,PRODUCTION,SPONGE IRON,11-Apr-25,P125411-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,27.6,,,800,22080,0,22080
SA,Apr-25,PRODUCTION,SPONGE IRON,11-Apr-25,P125411-001,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,134.88,,,9557.15,1289068.389,0,1289068.389
SA,Apr-25,PRODUCTION,FERRO ALLOYS,11-Apr-25,P225411-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,32.742,,,5213.521,170701.0915,0,170701.0915
SA,Apr-25,PRODUCTION,FERRO ALLOYS,11-Apr-25,P225411-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,21.727,,,725,15752.075,0,15752.075
SA,Apr-25,PRODUCTION,FERRO ALLOYS,11-Apr-25,P225411-001,RAW MATERIAL,MANGANESE ORE,MT,RAW MATERIAL,0,,97.251,,,12587.413,1224138.493,0,1224138.493
SA,Apr-25,PRODUCTION,FERRO ALLOYS,11-Apr-25,P225411-001,RAW MATERIAL,PEARL COKE,MT,RAW MATERIAL,0,,22.001,,,14984.245,329668.3747,0,329668.3747
SA,Apr-25,PRODUCTION,FERRO ALLOYS,11-Apr-25,P225411-001,RAW MATERIAL,QUARTZITE,MT,RAW MATERIAL,0,,4.338,,,1400,6073.2,0,6073.2
SA,Apr-25,PRODUCTION,FERRO ALLOYS,11-Apr-25,P225411-001,FINISHED GOODS,Silico Manganese,MT,FINISHED GOODS,52.2,52.2,0,,,0,0,0,0
SA,Apr-25,POWER PLANT PRODUCTION,POWER PLANT,11-Apr-25,P325411-1,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,395,,,3877.226,1531504.144,0,1531504.144
SA,Apr-25,POWER PLANT PRODUCTION,POWER PLANT,11-Apr-25,P325411-1,RAW MATERIAL,DOLOCHAR -RAW MATERIAL,MT,RAW MATERIAL,0,,50,,,700,35000,0,35000
SA,Apr-25,PRODUCTION,SPONGE IRON,12-Apr-25,P125412-001,BY PRODUCTS,DOLOCHAR BY PRODUCT (650 TDD),MT,BY PRODUCT,33.31,,0,33.31,,0,0,0,0
SA,Apr-25,PRODUCTION,SPONGE IRON,12-Apr-25,P125412-001,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,151.41,151.41,0,,,0,0,0,0
SA,Apr-25,PRODUCTION,SPONGE IRON,12-Apr-25,P125412-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,109.2,,,3937.55,429980.4469,0,429980.4469
SA,Apr-25,PRODUCTION,SPONGE IRON,12-Apr-25,P125412-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,28.8,,,800,23040,0,23040
SA,Apr-25,PRODUCTION,SPONGE IRON,12-Apr-25,P125412-001,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,132.48,,,9557.15,1266131.229,0,1266131.229
SA,Apr-25,PRODUCTION,FERRO ALLOYS,12-Apr-25,P225412-001,FINISHED GOODS,Silico Manganese,MT,FINISHED GOODS,44,44,0,,,0,0,0,0
SA,Apr-25,PRODUCTION,FERRO ALLOYS,12-Apr-25,P225412-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,23.391,,,5213.521,121949.4604,0,121949.4604
SA,Apr-25,PRODUCTION,FERRO ALLOYS,12-Apr-25,P225412-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,16.814,,,725,12190.15,0,12190.15
SA,Apr-25,PRODUCTION,FERRO ALLOYS,12-Apr-25,P225412-001,RAW MATERIAL,MANGANESE ORE,MT,RAW MATERIAL,0,,75.16,,,12587.413,946069.9543,0,946069.9543
SA,Apr-25,PRODUCTION,FERRO ALLOYS,12-Apr-25,P225412-001,RAW MATERIAL,PEARL COKE,MT,RAW MATERIAL,0,,17.469,,,14984.245,261759.7763,0,261759.7763
SA,Apr-25,PRODUCTION,FERRO ALLOYS,12-Apr-25,P225412-001,RAW MATERIAL,QUARTZITE,MT,RAW MATERIAL,0,,4.378,,,1400,6129.2,0,6129.2
SA,Apr-25,POWER PLANT PRODUCTION,POWER PLANT,12-Apr-25,P325412-1,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,405,,,4063.237,1645610.953,0,1645610.953
SA,Apr-25,POWER PLANT PRODUCTION,POWER PLANT,12-Apr-25,P325412-1,RAW MATERIAL,DOLOCHAR -RAW MATERIAL,MT,RAW MATERIAL,0,,30,,,700,21000,0,21000
SA,Apr-25,PRODUCTION,SPONGE IRON,13-Apr-25,P125413-001,BY PRODUCTS,DOLOCHAR BY PRODUCT (650 TDD),MT,BY PRODUCT,19.49,,0,19.49,,0,0,0,0
SA,Apr-25,PRODUCTION,SPONGE IRON,13-Apr-25,P125413-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,50.4,,,3937.55,198452.514,0,198452.514
SA,Apr-25,PRODUCTION,SPONGE IRON,13-Apr-25,P125413-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,6,,,800,4800,0,4800
SA,Apr-25,PRODUCTION,SPONGE IRON,13-Apr-25,P125413-001,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,54.72,,,9557.15,522967.2469,0,522967.2469
SA,Apr-25,PRODUCTION,SPONGE IRON,13-Apr-25,P125413-002,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,88.6,88.6,0,,,0,0,0,0
SA,Apr-25,PRODUCTION,SPONGE IRON,13-Apr-25,P125413-002,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,108,,,3937.55,425255.387,0,425255.387
SA,Apr-25,PRODUCTION,SPONGE IRON,13-Apr-25,P125413-002,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,27.84,,,800,22272,0,22272
SA,Apr-25,PRODUCTION,SPONGE IRON,13-Apr-25,P125413-002,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,128.4,,,9557.15,1227138.057,0,1227138.057
SA,Apr-25,PRODUCTION,FERRO ALLOYS,13-Apr-25,P225413-001,FINISHED GOODS,Silico Manganese,MT,FINISHED GOODS,40.75,40.75,0,,,0,0,0,0
SA,Apr-25,PRODUCTION,FERRO ALLOYS,13-Apr-25,P225413-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,21.831,,,5213.521,113816.3682,0,113816.3682
SA,Apr-25,PRODUCTION,FERRO ALLOYS,13-Apr-25,P225413-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,18.339,,,725,13295.775,0,13295.775
SA,Apr-25,PRODUCTION,FERRO ALLOYS,13-Apr-25,P225413-001,RAW MATERIAL,MANGANESE ORE,MT,RAW MATERIAL,0,,82.366,,,12587.413,1036774.852,0,1036774.852
SA,Apr-25,PRODUCTION,FERRO ALLOYS,13-Apr-25,P225413-001,RAW MATERIAL,PEARL COKE,MT,RAW MATERIAL,0,,20.149,,,14984.245,301917.5529,0,301917.5529
SA,Apr-25,PRODUCTION,FERRO ALLOYS,13-Apr-25,P225413-001,RAW MATERIAL,QUARTZITE,MT,RAW MATERIAL,0,,2.904,,,1400,4065.6,0,4065.6
SA,Apr-25,POWER PLANT PRODUCTION,POWER PLANT,13-Apr-25,P325413-1,BY PRODUCTS,FLY ASH,MT,BY PRODUCT,500,,0,500,,0,0,0,0
SA,Apr-25,POWER PLANT PRODUCTION,POWER PLANT,13-Apr-25,P325413-2,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,415,,,3895.302,1616550.517,0,1616550.517
SA,Apr-25,POWER PLANT PRODUCTION,POWER PLANT,13-Apr-25,P325413-2,RAW MATERIAL,DOLOCHAR -RAW MATERIAL,MT,RAW MATERIAL,0,,20,,,700,14000,0,14000
SA,Apr-25,PRODUCTION,SPONGE IRON,14-Apr-25,P125414-001,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,50.4,50.4,0,,,0,0,0,0
SA,Apr-25,PRODUCTION,SPONGE IRON,14-Apr-25,P125414-001,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,37.95,37.95,0,,,0,0,0,0
SA,Apr-25,PRODUCTION,SPONGE IRON,14-Apr-25,P125414-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,112.8,,,3937.55,444155.6265,0,444155.6265
SA,Apr-25,PRODUCTION,SPONGE IRON,14-Apr-25,P125414-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,14.4,,,800,11520,0,11520
SA,Apr-25,PRODUCTION,SPONGE IRON,14-Apr-25,P125414-001,RAW MATERIAL,IRON ORE,MT,RAW MATERIAL,0,,135.6,,,9007.875,1221467.809,0,1221467.809
SA,Apr-25,PRODUCTION,SPONGE IRON,14-Apr-25,P125414-002,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,6,6,0,,,0,0,0,0
SA,Apr-25,PRODUCTION,SPONGE IRON,14-Apr-25,P125414-002,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,81.6,,,3937.55,321304.0702,0,321304.0702
SA,Apr-25,PRODUCTION,SPONGE IRON,14-Apr-25,P125414-002,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,6,,,800,4800,0,4800
SA,Apr-25,PRODUCTION,SPONGE IRON,14-Apr-25,P125414-002,RAW MATERIAL,IRON ORE,MT,RAW MATERIAL,0,,64.8,,,9007.875,583710.2806,0,583710.2806
SA,Apr-25,PRODUCTION,SPONGE IRON,14-Apr-25,P125414-003,BY PRODUCTS,DOLOCHAR BY PRODUCT (650 TDD),MT,BY PRODUCT,40.794,,0,40.794,,0,0,0,0
SA,Apr-25,PRODUCTION,SPONGE IRON,14-Apr-25,P125414-003,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,91.08,91.08,0,,,0,0,0,0
SA,Apr-25,PRODUCTION,SPONGE IRON,14-Apr-25,P125414-003,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,108,,,3937.55,425255.387,0,425255.387
SA,Apr-25,PRODUCTION,SPONGE IRON,14-Apr-25,P125414-003,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,28.8,,,800,23040,0,23040
SA,Apr-25,PRODUCTION,SPONGE IRON,14-Apr-25,P125414-003,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,132,,,9557.15,1261543.797,0,1261543.797
SA,Apr-25,PRODUCTION,FERRO ALLOYS,14-Apr-25,P225414-001,FINISHED GOODS,Silico Manganese,MT,FINISHED GOODS,44,44,0,,,0,0,0,0
SA,Apr-25,PRODUCTION,FERRO ALLOYS,14-Apr-25,P225414-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,28.47,,,5213.521,148428.9315,0,148428.9315
SA,Apr-25,PRODUCTION,FERRO ALLOYS,14-Apr-25,P225414-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,17.625,,,725,12778.125,0,12778.125
SA,Apr-25,PRODUCTION,FERRO ALLOYS,14-Apr-25,P225414-001,RAW MATERIAL,MANGANESE ORE,MT,RAW MATERIAL,0,,78.419,,,12587.413,987092.333,0,987092.333
SA,Apr-25,PRODUCTION,FERRO ALLOYS,14-Apr-25,P225414-001,RAW MATERIAL,PEARL COKE,MT,RAW MATERIAL,0,,16.042,,,14984.245,240377.2586,0,240377.2586
SA,Apr-25,PRODUCTION,FERRO ALLOYS,14-Apr-25,P225414-001,RAW MATERIAL,QUARTZITE,MT,RAW MATERIAL,0,,2.165,,,1400,3031,0,3031
SA,Apr-25,POWER PLANT PRODUCTION,POWER PLANT,14-Apr-25,P325414-1,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,405,,,3945.575,1597958.069,0,1597958.069
SA,Apr-25,POWER PLANT PRODUCTION,POWER PLANT,14-Apr-25,P325414-1,RAW MATERIAL,DOLOCHAR -RAW MATERIAL,MT,RAW MATERIAL,0,,45,,,700,31500,0,31500
SA,Apr-25,PRODUCTION,SPONGE IRON,15-Apr-25,P125415-001,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,92.16,92.16,0,,,0,0,0,0
SA,Apr-25,PRODUCTION,SPONGE IRON,15-Apr-25,P125415-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,122.4,,,3937.55,481956.1053,0,481956.1053
SA,Apr-25,PRODUCTION,SPONGE IRON,15-Apr-25,P125415-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,12,,,800,9600,0,9600
SA,Apr-25,PRODUCTION,SPONGE IRON,15-Apr-25,P125415-001,RAW MATERIAL,IRON ORE,MT,RAW MATERIAL,0,,153.6,,,9007.875,1383609.554,0,1383609.554
SA,Apr-25,PRODUCTION,SPONGE IRON,15-Apr-25,P125415-002,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,90,90,0,,,0,0,0,0
SA,Apr-25,PRODUCTION,SPONGE IRON,15-Apr-25,P125415-002,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,120.96,,,3937.55,476286.0335,0,476286.0335
SA,Apr-25,PRODUCTION,SPONGE IRON,15-Apr-25,P125415-002,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,12,,,800,9600,0,9600
SA,Apr-25,PRODUCTION,SPONGE IRON,15-Apr-25,P125415-002,RAW MATERIAL,IRON ORE,MT,RAW MATERIAL,0,,150,,,9007.875,1351181.205,0,1351181.205
SA,Apr-25,PRODUCTION,SPONGE IRON,15-Apr-25,P125415-003,BY PRODUCTS,DOLOCHAR BY PRODUCT (650 TDD),MT,BY PRODUCT,59.822,,0,59.822,,0,0,0,0
SA,Apr-25,PRODUCTION,SPONGE IRON,15-Apr-25,P125415-003,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,89.76,89.76,0,,,0,0,0,0
SA,Apr-25,PRODUCTION,SPONGE IRON,15-Apr-25,P125415-003,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,107.52,,,3937.55,423365.3631,0,423365.3631
SA,Apr-25,PRODUCTION,SPONGE IRON,15-Apr-25,P125415-003,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,26.4,,,800,21120,0,21120
SA,Apr-25,PRODUCTION,SPONGE IRON,15-Apr-25,P125415-003,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,130.08,,,9557.15,1243194.069,0,1243194.069
SA,Apr-25,PRODUCTION,FERRO ALLOYS,15-Apr-25,P225415-001,FINISHED GOODS,Silico Manganese,MT,FINISHED GOODS,43,43,0,,,0,0,0,0
SA,Apr-25,PRODUCTION,FERRO ALLOYS,15-Apr-25,P225415-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,24.794,,,5213.521,129264.0298,0,129264.0298
SA,Apr-25,PRODUCTION,FERRO ALLOYS,15-Apr-25,P225415-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,17.407,,,725,12620.075,0,12620.075
SA,Apr-25,PRODUCTION,FERRO ALLOYS,15-Apr-25,P225415-001,RAW MATERIAL,MANGANESE ORE,MT,RAW MATERIAL,0,,80.877,,,12587.413,1018032.194,0,1018032.194
SA,Apr-25,PRODUCTION,FERRO ALLOYS,15-Apr-25,P225415-001,RAW MATERIAL,PEARL COKE,MT,RAW MATERIAL,0,,17.378,,,14984.245,260396.21,0,260396.21
SA,Apr-25,PRODUCTION,FERRO ALLOYS,15-Apr-25,P225415-001,RAW MATERIAL,QUARTZITE,MT,RAW MATERIAL,0,,3.43,,,1400,4802,0,4802
SA,Apr-25,POWER PLANT PRODUCTION,POWER PLANT,15-Apr-25,P325415-1,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,390,,,3897.944,1520198.187,0,1520198.187
SA,Apr-25,POWER PLANT PRODUCTION,POWER PLANT,15-Apr-25,P325415-1,RAW MATERIAL,DOLOCHAR -RAW MATERIAL,MT,RAW MATERIAL,0,,50,,,700,35000,0,35000
SA,Apr-25,PRODUCTION,SPONGE IRON,16-Apr-25,P125416-003,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,107.04,,,3937.55,421475.3392,0,421475.3392
SA,Apr-25,PRODUCTION,SPONGE IRON,16-Apr-25,P125416-003,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,26.4,,,800,21120,0,21120
SA,Apr-25,PRODUCTION,SPONGE IRON,16-Apr-25,P125416-003,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,129.36,,,9557.15,1236312.921,0,1236312.921
SA,Apr-25,PRODUCTION,SPONGE IRON,16-Apr-25,P125416-001,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,94.75,94.75,0,,,0,0,0,0
SA,Apr-25,PRODUCTION,SPONGE IRON,16-Apr-25,P125416-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,122.88,,,3937.55,483846.1293,0,483846.1293
SA,Apr-25,PRODUCTION,SPONGE IRON,16-Apr-25,P125416-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,12,,,800,9600,0,9600
SA,Apr-25,PRODUCTION,SPONGE IRON,16-Apr-25,P125416-001,RAW MATERIAL,IRON ORE,MT,RAW MATERIAL,0,,157.92,,,9007.875,1422523.573,0,1422523.573
SA,Apr-25,PRODUCTION,SPONGE IRON,16-Apr-25,P125416-002,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,94.46,94.46,0,,,0,0,0,0
SA,Apr-25,PRODUCTION,SPONGE IRON,16-Apr-25,P125416-002,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,122.64,,,3937.55,482901.1173,0,482901.1173
SA,Apr-25,PRODUCTION,SPONGE IRON,16-Apr-25,P125416-002,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,12,,,800,9600,0,9600
SA,Apr-25,PRODUCTION,SPONGE IRON,16-Apr-25,P125416-002,RAW MATERIAL,IRON ORE,MT,RAW MATERIAL,0,,157.44,,,9007.875,1418199.793,0,1418199.793
SA,Apr-25,PRODUCTION,SPONGE IRON,16-Apr-25,P125416-003,BY PRODUCTS,DOLOCHAR BY PRODUCT (650 TDD),MT,BY PRODUCT,61.263,,0,61.263,,0,0,0,0
SA,Apr-25,PRODUCTION,SPONGE IRON,16-Apr-25,P125416-003,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,89.26,89.26,0,,,0,0,0,0
SA,Apr-25,PRODUCTION,FERRO ALLOYS,16-Apr-25,P225416-001,FINISHED GOODS,Silico Manganese,MT,FINISHED GOODS,28.15,28.15,0,,,0,0,0,0
SA,Apr-25,PRODUCTION,FERRO ALLOYS,16-Apr-25,P225416-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,15.656,,,5213.521,81622.87851,0,81622.87851
SA,Apr-25,PRODUCTION,FERRO ALLOYS,16-Apr-25,P225416-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,11.334,,,725,8217.15,0,8217.15
SA,Apr-25,PRODUCTION,FERRO ALLOYS,16-Apr-25,P225416-001,RAW MATERIAL,MANGANESE ORE,MT,RAW MATERIAL,0,,51.326,,,12587.413,646061.555,0,646061.555
SA,Apr-25,PRODUCTION,FERRO ALLOYS,16-Apr-25,P225416-001,RAW MATERIAL,PEARL COKE,MT,RAW MATERIAL,0,,11.54,,,14984.245,172918.1875,0,172918.1875
SA,Apr-25,PRODUCTION,FERRO ALLOYS,16-Apr-25,P225416-001,RAW MATERIAL,QUARTZITE,MT,RAW MATERIAL,0,,2.929,,,1400,4100.6,0,4100.6
SA,Apr-25,POWER PLANT PRODUCTION,POWER PLANT,16-Apr-25,P325416-1,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,410,,,3950.868,1619855.765,0,1619855.765
SA,Apr-25,POWER PLANT PRODUCTION,POWER PLANT,16-Apr-25,P325416-1,RAW MATERIAL,DOLOCHAR -RAW MATERIAL,MT,RAW MATERIAL,0,,70,,,700,49000,0,49000
SA,Apr-25,PRODUCTION,SPONGE IRON,17-Apr-25,P125417-001,FINISHED GOODS,SPONGE IRON LUMPS,MT,FINISHED GOODS,96.77,96.77,0,,,0,0,0,0
